Weather,City Name,City ID
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Bansat,3035108
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",Mount Lloyd,2156594
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",Abaza,1512205
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",Lawtell,4330633
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",Parabcan,1692792
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Gauteng,1085594
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Pöhl,6548540
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",Petite Île,935697
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Grant,5028612
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Casavatore,6542339
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",Tebuk,7429789
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",Obergebra,2860648
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Reichsthal,6554999
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",Empress,5948716
"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",Herrliberg,2660359
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Altenmarkt bei Fürstenfeld,2782678
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",Lasel,2880388
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",Tinh Ninh Binh,1559970
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",Niedernetphen,2863064
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",Fëdorovskoye,563076
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Banzkow,6548337
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",Patrocínio,3454763
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Fuenteguinaldo,6360379
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Vineyard,7176039
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Clear Lake Shores,4681951
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Kadarkút,3050785
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",Lisberg,2876855
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",Builyan,2173564
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",Ciburial,7758075
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Wanneperveen,2745048
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",Holland,5121004
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Torrubia del Castillo,6357540
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",Karagay,552887
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Kimball,4634474
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",Easington Colliery,7287966
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Saint-Jean-de-Sixt,2979283
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",Dignano,3177584
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Sieradza,759266
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Sundridge,6159476
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Schkortleben,2839041
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Mariabrunn,2873689
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Saint-Jacques,6138411
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Venta,593303
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",Kesselbach,2891458
