Weather,City Name,City ID
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Névian,6426774
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Névian,2990469
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Moussan,6426769
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Moussan,2991386
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montesquieu-des-Albères,6617396
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montesquiu d'Albera,2992661
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montescot,6440981
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montescot,2992665
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montblanc,6432557
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montblanc,2992917
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montagnac,6613622
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montagnac,2993160
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montady,6432553
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Montady,2993166
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Millas,6440978
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Millas,2993876
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Maureilhan,2995055
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Marcorignan,2995922
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Maraussan,2996089
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Magalas,2996823
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Llupia,2998018
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Lignan-sur-Orb,2998409
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Lieuran-lès-Béziers,2998445
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Lézignan-la-Cèbe,2998643
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",Leucate,2999046
